test_score,treatment,income,parent_edu,school_funding,class_size,teacher_experience
84.84398095689468,1,33973.713224089865,14.315443868829103,11292.13917919447,18.716495391726003,3.502093815362012
77.89304402984779,0,28893.88559063052,16.773541601175324,9072.738763483168,20.49293012436078,14.148662089395874
81.19166849235594,1,35181.50830480554,8.503581065452147,8914.637816041733,20.224299974403777,14.05698277245796
100.57755905959752,1,42184.23885126421,13.407423091726427,9252.186157404903,25.571772379054828,4.2586835562369085
70.9160377628593,0,28126.77300221331,10.373393577195433,8428.139877780508,31.93005999794037,14.093888218774303
84.04647589356364,1,28126.904344406554,10.78218654058826,7818.696856945137,33.92520058477053,17.689659592062764
74.39244355614414,0,42633.70252405913,10.519015189402827,12448.812071070248,27.552204405763028,4.387275968777931
83.56201075319235,0,36139.47783322327,9.84002307580046,10305.213061669756,27.003377899777828,5.412485894928682
86.18890580293949,0,26244.204912520385,12.121304069862067,8660.156658768767,17.795769063389045,15.088307334217513
99.61723960336276,1,34340.48034868772,9.922624708972405,7514.649664050794,22.829304801063913,11.35747655412824
83.32895456940943,1,26292.658457500303,12.676142064449596,9207.952745643728,21.848864992367044,12.757381376197616
87.50179260685564,1,26274.161971437945,11.874404726377158,6963.739702244286,22.516609606995537,11.702946082002484
86.57802648835627,1,31935.69817252827,11.402629882833976,12134.446288382598,24.32742472566084,11.953479604640721
72.50975318523568,0,14693.758042737616,9.731090844896006,2295.0638745052684,23.11163768921149,3.3676393584445847
69.23771978863758,0,16200.657339895737,10.558071673579168,7522.091941304433,17.082800758496848,15.236588533107241
90.0150019362598,1,25501.69976607222,13.88847806456439,6771.246508443351,27.991641024470134,15.847949962138868
74.03156576542594,0,21897.35103732461,13.252292969060951,4171.5017521022555,20.709027897040773,8.85304627965986
75.46884817092852,0,32513.97866076219,9.556111888003622,7160.722997081904,25.956987456444597,9.782615250930688
74.19513267885468,1,22735.807395830314,12.248330763573065,5043.257232568938,33.296330678999894,2.3444624872213895
78.02676606876722,0,18701.57038931767,13.878467808429473,5523.72449013325,21.322461633654306,12.571273780089175
83.31181658907285,0,41725.19015137243,7.826486797196571,11476.968513914107,14.878849909014681,12.860287208570721
85.29503637163077,1,28193.789596107716,13.358400480949838,5901.047391149771,23.855983112479556,9.689044915003445
90.09589931098074,0,30540.22563750339,10.343440602635383,7586.347224853882,29.403838539994283,15.621766799352514
83.33552852051393,1,18602.014510292345,13.426496671482898,8935.044344796814,32.833389816882374,8.329613845100297
83.57197380864469,0,25644.938203798538,10.091852108643709,9866.320891151057,20.081801622190333,12.823029629468001
67.1872841598638,0,30887.380717678927,7.487794748338702,8594.492518767796,26.98679689294609,4.901678306539422
67.21175432332782,1,20792.051380621575,7.931143905292093,5274.019801491794,23.138758172879786,9.88223924562881
92.80244211699008,1,33005.58414676537,12.120212366653455,8491.458690127865,24.576206582783456,9.128228710485821
80.39916840485786,0,25194.89048064956,12.649306254303704,7525.758565623223,35.57737338806814,11.126539610204707
90.98380421363767,1,27666.450001653786,9.739208437238979,4871.027370016635,18.988118686419387,8.152365355833208
77.03495855377555,1,25186.347102164826,13.596481146943434,5781.833700694517,26.014958645978293,9.34263702164166
84.59909193820354,1,44818.2254760715,7.8461998443276,7867.388221262696,26.870772687061734,14.13023585720753
67.85456466817632,1,29892.02220209653,11.83480050338171,8271.45179573469,29.34314529975739,7.8161788138089126
63.90139263975171,0,21538.312568352798,8.972459500593859,6678.970021493682,25.391932613883583,1.9671144963066034
96.44613684295342,1,36580.35929682551,10.370409730494602,8178.71689960763,26.23220215801641,18.747919521027104
78.57724502369535,1,20233.25080023182,12.118496678291034,8206.286226638022,23.433405730312835,16.907270393452432
83.11745201531268,1,31670.908760038044,9.84896658679012,5466.195864004829,26.07650776498043,3.538686524471907
67.66910595870661,0,14322.639008961796,11.038611139425436,651.9099918208085,23.627230898010357,13.448539026225973
80.69018769154397,1,19374.511608812558,14.5157320230361,5292.531539323083,27.486287559424202,7.485126147243284
69.56137201706858,0,31574.889886952988,10.557770326192127,9987.919076962557,23.521558655825466,11.317436076655298
90.93232206614817,1,35907.73263996329,14.089230280162855,12344.788542906559,26.508401575608747,11.471120645067469
50.50098631625218,0,31370.946249519766,9.175732863355954,6924.968036642062,24.882948745260087,8.82796099841839
75.45796941316458,0,29074.813740894075,13.324510444788206,9426.06510208611,29.504201003088674,6.081171672068018
67.09608140990875,0,27591.17043528569,15.603921551644751,6820.775669820008,24.794425105646056,6.547294738418703
72.34702869684217,0,18171.82407706058,5.820888749681776,4197.701419383506,17.907870127172473,5.419040422593787
80.57184569790253,1,24241.246332842333,10.007761861323807,7827.631458183928,30.04768600285597,5.840888958847776
87.66758840077937,1,26314.8898323217,13.44268031795135,7883.368214907265,21.377070796549525,9.664108549753223
99.26515182487765,1,38456.977809751326,11.492386534892518,6461.460138469332,22.38493464540472,6.421200054446241
80.95671942217984,1,32748.946316547692,12.927864683428272,11140.317278588715,22.61735482382603,13.4102603285631
81.89564953272122,0,15895.678757098129,10.490037033210449,6734.102397569435,30.49775237268327,17.436230776679636
88.62713976275195,0,32592.67175515836,12.21647446868225,6897.042535770532,16.457303144085216,7.099733793149785
76.04301498645579,1,26919.34175666947,11.610806911519802,7521.442506042185,37.55099413463998,11.197022502676885
92.03800531323677,1,24584.62399755233,14.919455154149517,7134.21637195356,29.224227236264205,12.49842555151467
73.16779265562391,0,34893.41031072694,12.636052108253033,9244.70010932955,25.892955656516637,12.360011354596372
76.5168337762891,0,38247.99617996761,12.844006655188005,8461.388737301062,24.780423997534854,10.379776339580436
81.61585178181568,1,37450.24095292959,10.970307584693831,8019.3135023562945,26.14221629943063,13.713412091798611
74.27391949475869,1,23286.25981421889,10.780984439818766,5770.456811571832,27.084489713517353,12.411244763403285
69.69290178845782,1,27526.300993190285,10.918604530450947,9227.0332868163,27.580862343800227,3.811687888363511
92.36370976564302,0,32650.107451228512,12.986130355945741,9249.727171995994,27.222417864013792,14.345780321946366
80.54641587798695,0,37804.36101697887,10.947538797949342,8709.861590072507,25.358322725020994,14.43645418633371
